文件名,直接原因,最终三元组
hs2017-1_print.txt,违规打开断路器小室金属挡帘进行保洁工作,\n(安全制度缺失，导致，安全培训教育不足) \n(安全制度缺失，导致，现场监管不到位) \n(安全培训教育不足，导致，操作人员安全意识薄弱) \n(现场监管不到位，导致，作业现场无人监护) \n(操作人员安全意识薄弱，导致，违规打开断路器小室金属挡帘进行保洁工作) \n(作业现场无人监护，导致，违规打开断路器小室金属挡帘进行保洁工作) \n(违规打开断路器小室金属挡帘进行保洁工作，导致，触电) \n(触电，导致，1人死亡；0人受伤；直接经济损失约145万元)\n##
hs2017-20_print.txt,未经准入违规进入电厂作业;  违规在未吊车受力的烟道顶部切割,\n(安全教育培训不足，导致，安全操作技能不足) \n(资质审核不到位，导致，安全操作技能不足) \n(现场监督检查不力，导致，安全警示标识不足) \n(隐患排查不到位，导致，安全警示标识不足) \n(安全操作技能不足，导致，违规在未吊车受力的烟道顶部切割) \n(安全警示标识不足，导致，未经准入违规进入电厂作业) \n(未经准入违规进入电厂作业，和，违规在未吊车受力的烟道顶部切割) \n(未经准入违规进入电厂作业，导致，坍塌) \n(违规在未吊车受力的烟道顶部切割，导致，坍塌) \n(坍塌，导致，1人死亡；0人受伤；直接经济损失约124万元)\n##
hs2017-21_print.txt,违章操作;  安全设施缺陷,\n(隐患排查不到位，导致，安全培训教育不足) \n(隐患排查不到位，导致，安全操作知识不足) \n(安全培训教育不足，导致，安全操作知识不足) \n(安全操作知识不足，导致，违章操作) \n(隐患排查不到位，导致，安全设施缺陷) \n(违章操作，导致，高处坠落) \n(安全设施缺陷，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2017-22_print.txt,违章堆放大量耐火砖;  严重超负荷使用作业平台,\n(安全生产岗位责任制落实不到位，导致，安全意识淡薄) \n(安全生产岗位责任制落实不到位，导致，施工方案中对安全风险分析不清) \n(施工作业人员职责不清，导致，安全、技术交底不清) \n(施工作业人员职责不清，导致，针对性不强) \n(现场施工安全员不在现场，导致，没有针对性地制订安全防范措施) \n(现场施工安全员不在现场，导致，安全意识淡薄) \n(对安全要求低，导致，对施工质量要求不高) \n(对安全要求低，导致，施工方案中对安全风险分析不清) \n(对作业平台的使用把关不严，导致，针对性不强) \n(对作业平台的使用把关不严，导致，对施工质量要求不高) \n(安全意识淡薄，导致，违章堆放大量耐火砖) \n(施工方案中对安全风险分析不清，导致，严重超负荷使用作业平台) \n(没有针对性地制订安全防范措施，导致，违章堆放大量耐火砖) \n(安全、技术交底不清，导致，违章堆放大量耐火砖) \n(针对性不强，导致，违章堆放大量耐火砖) \n(对施工质量要求不高，导致，严重超负荷使用作业平台) \n(违章堆放大量耐火砖，和，严重超负荷使用作业平台) \n(违章堆放大量耐火砖，导致，坍塌) \n(严重超负荷使用作业平台，导致，坍塌) \n(坍塌，导致，1人死亡；3人受伤；直接经济损失约200万元)\n##
hs2017-23_print.txt,未按规定将安全带挂钩挂在脚手架的横杆上,\n(现场监督检查不力，导致，高处作业现场无人员监护) \n(现场监督检查不力，导致，高处作业未实行作业票管理) \n(外委工程监管不力，导致，高处作业未实行作业票管理) \n(外委工程监管不力，导致，脚手架搭设不符合安全规范) \n(隐患排查不到位，导致，脚手架搭设不符合安全规范) \n(隐患排查不到位，导致，高处作业未实行作业票管理) \n(安全培训教育不足，导致，作业人员安全意识淡薄) \n(安全培训教育不足，导致，高处作业现场无人员监护) \n(高处作业现场无人员监护，导致，未按规定将安全带挂钩挂在脚手架的横杆上) \n(高处作业未实行作业票管理，导致，未按规定将安全带挂钩挂在脚手架的横杆上) \n(脚手架搭设不符合安全规范，导致，未按规定将安全带挂钩挂在脚手架的横杆上) \n(作业人员安全意识淡薄，导致，未按规定将安全带挂钩挂在脚手架的横杆上) \n(未按规定将安全带挂钩挂在脚手架的横杆上，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2017-24_print.txt,翻越护栏时使用手机导致失足,\n(安全监管不到位，和，安全培训教育不足) \n(安全监管不到位，和，现场安全管理混乱) \n(安全培训教育不足，和，现场安全管理混乱) \n(安全监管不到位，导致，安全意识薄弱) \n(安全培训教育不足，导致，安全意识薄弱) \n(现场安全管理混乱，导致，安全意识薄弱) \n(安全意识薄弱，导致，翻越护栏时使用手机导致失足) \n(翻越护栏时使用手机导致失足，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2017-27_print.txt,未采取安全防护措施冒险进入受限空间作业;  积灰坍塌,\n(安全培训教育不足，导致，作业人员安全意识薄弱) \n(安全培训教育不足，导致，安全警示标志设置不足) \n(风险辨识不到位，导致，安全警示标志设置不足) \n(风险辨识不到位，导致，操作规程未明确) \n(现场监督检查不力，导致，操作规程未明确) \n(现场监督检查不力，导致，作业人员安全意识薄弱) \n(作业人员安全意识薄弱，导致，未采取安全防护措施冒险进入受限空间作业) \n(安全警示标志设置不足，导致，积灰坍塌) \n(操作规程未明确，导致，未采取安全防护措施冒险进入受限空间作业) \n(未采取安全防护措施冒险进入受限空间作业，和，积灰坍塌) \n(未采取安全防护措施冒险进入受限空间作业，导致，窒息) \n(积灰坍塌，导致，窒息) \n(窒息，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2017-3_print.txt,未关闭栅栏门;  擅自离开安全区域;  采样机与固定结构间隙过小;  安全门无联锁装置,\n(隐患排查不到位，导致，风险辨识不全面) \n(安全培训教育不足，导致，操作前沟通不畅) \n(现场监管不力，导致，操作规程不完善) \n(风险辨识不全面，导致，未关闭栅栏门) \n(风险辨识不全面，导致，采样机与固定结构间隙过小) \n(操作前沟通不畅，导致，擅自离开安全区域) \n(操作规程不完善，导致，安全门无联锁装置) \n(未关闭栅栏门，和，擅自离开安全区域) \n(未关闭栅栏门，和，采样机与固定结构间隙过小) \n(未关闭栅栏门，和，安全门无联锁装置) \n(擅自离开安全区域，和，采样机与固定结构间隙过小) \n(擅自离开安全区域，和，安全门无联锁装置) \n(采样机与固定结构间隙过小，和，安全门无联锁装置) \n(未关闭栅栏门，导致，高处坠落) \n(擅自离开安全区域，导致，高处坠落) \n(采样机与固定结构间隙过小，导致，高处坠落) \n(安全门无联锁装置，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约87.755万元)\n##
hs2017-4_print.txt,触及保温箱内带电体,\n(安全教育培训不足，导致，操作人员安全意识薄弱) \n(隐患排查不到位，导致，闭锁装置失效) \n(现场监督检查不力，导致，无明确监护人) \n(外委工程监管不力，导致，作业组织不规范) \n(作业组织不规范，导致，无明确监护人) \n(操作人员安全意识薄弱，导致，触及保温箱内带电体) \n(无明确监护人，导致，触及保温箱内带电体) \n(闭锁装置失效，导致，触及保温箱内带电体) \n(操作人员安全意识薄弱，和，无明确监护人) \n(操作人员安全意识薄弱，和，闭锁装置失效) \n(无明确监护人，和，闭锁装置失效) \n(触及保温箱内带电体，导致，触电) \n(触电，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2017-5_print.txt,违章在皮带上站立作业;  安全隔离措施不到位,\n(安全生产责任制度不完善，导致，隐患排查不到位（安全警示标识缺失）) \n(安全生产责任制度不完善，导致，安全培训教育不到位) \n(安全生产责任制度不完善，导致，现场监管不到位) \n(安全培训教育不足（管理层面），导致，安全培训教育不到位) \n(安全培训教育不足（管理层面），导致，现场监管不到位) \n(监督检查制度不力，导致，现场监管不到位) \n(监督检查制度不力，导致，隐患排查不到位（安全警示标识缺失）) \n(安全培训教育不到位，导致，违章在皮带上站立作业) \n(现场监管不到位，导致，违章在皮带上站立作业) \n(隐患排查不到位（安全警示标识缺失），导致，安全隔离措施不到位) \n(违章在皮带上站立作业，和，安全隔离措施不到位) \n(违章在皮带上站立作业，导致，物体打击) \n(安全隔离措施不到位，导致，物体打击) \n(物体打击，导致，1人死亡；0人受伤；直接经济损失约130万元)\n##
hs2017-6_print.txt,违章解开安全带挂钩冒险作业,\n(安全监管不到位，导致，安全意识淡薄) \n(未制订安全作业方案，导致，安全意识淡薄) \n(未配备现场安全监护人员，导致，安全意识淡薄) \n(未及时发现消除事故隐患，导致，安全意识淡薄) \n(安全教育培训不到位，导致，安全意识淡薄) \n(安全技术交底不到位，导致，安全意识淡薄) \n(安全意识淡薄，导致，违章解开安全带挂钩冒险作业) \n(违章解开安全带挂钩冒险作业，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2017-7_print.txt,在运煤设备运行中进行清理工作;  转动部分缺少安全防护装置,\n(安全管理和监督不到位，导致，安全风险分析辨识不够) \n(安全管理和监督不到位，导致，安全生产教育不力) \n(安全风险分析辨识不够，导致，安全生产教育不力) \n(安全生产教育不力，导致，装置性违章未能及时消除) \n(装置性违章未能及时消除，导致，安全意识薄弱) \n(安全意识薄弱，导致，在运煤设备运行中进行清理工作) \n(安全意识薄弱，导致，转动部分缺少安全防护装置) \n(在运煤设备运行中进行清理工作，和，转动部分缺少安全防护装置) \n(在运煤设备运行中进行清理工作，导致，机械伤害) \n(转动部分缺少安全防护装置，导致，机械伤害) \n(机械伤害，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
